Handle,Title,Body (HTML),Vendor,Standardized Product Type,Custom Product Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
seher-blockprinted-kurta-set,Seher Blockprinted Kurta (Set of 2),"<p data-mce-fragment=""1""><strong data-mce-fragment=""1""><span data-mce-fragment=""1""></span></strong><strong data-mce-fragment=""1"">Fabric: </strong>Mulmul</p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Color: </strong>Light Green</p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Fit:</strong><span data-mce-fragment=""1""> </span>Relaxed Fit </p>
<p data-mce-fragment=""1""><strong>Neck Type: </strong>V-neck</p>
<p data-mce-fragment=""1""><strong>Technique: </strong>Block Print</p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Details</strong>: *<span data-mce-fragment=""1"">pintucks at the bust *3/4th sleeves. *border along the sleeves </span></p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Wash Care: </strong><span data-mce-fragment=""1"">Dry Clean/ Hand wash separately in cold water. Do not soak &amp; scrub. Dry in Shade.</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1""><strong data-mce-fragment=""1"">Delivery Time:</strong> 5-8 Days</span></p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">SKU Code: </strong><span data-mce-fragment=""1"">HODWKS22-004</span></p>",House Of Dhaaga,,Kurta Sets,"Category_Kurta Sets, Category_Women, Collection_Rozana, kurta for Women, Neck Type_V Neck, Price_3K to 4K",true,Size,XS,,,,,HOD0760,0.0,shopify,3,deny,manual,2310.00,3300.00,true,false,"",https://cdn.shopify.com/s/files/1/0477/4992/2972/products/7_6c4c1f2e-ef1f-4b17-ac24-e3c21ab6f8ba.jpg?v=1650366887,1,,false,,,,,,,,,,,,,,,,,kg,,,active
seher-blockprinted-kurta-set,,,,,,,,,S,,,,,HOD0761,0.0,shopify,2,deny,manual,2310.00,3300.00,true,false,"",https://cdn.shopify.com/s/files/1/0477/4992/2972/products/1_4580756d-876d-4211-87b5-33809e2958f9.jpg?v=1650366887,2,,,,,,,,,,,,,,,,,,,kg,,,
seher-blockprinted-kurta-set,,,,,,,,,M,,,,,HOD0762,0.0,shopify,1,deny,manual,2310.00,3300.00,true,false,"",https://cdn.shopify.com/s/files/1/0477/4992/2972/products/2_64c15dde-7a0a-4d7d-8350-22f4aa9cc0c9.jpg?v=1650366887,3,,,,,,,,,,,,,,,,,,,kg,,,
seher-blockprinted-kurta-set,,,,,,,,,L,,,,,HOD0763,0.0,shopify,3,deny,manual,2310.00,3300.00,true,false,"",https://cdn.shopify.com/s/files/1/0477/4992/2972/products/4_032a8ed7-5ea1-4a37-bf83-b4a59af98c6c.jpg?v=1650366887,4,,,,,,,,,,,,,,,,,,,kg,,,
seher-blockprinted-kurta-set,,,,,,,,,XL,,,,,HOD0764,0.0,shopify,3,deny,manual,2310.00,3300.00,true,false,"",https://cdn.shopify.com/s/files/1/0477/4992/2972/products/5_2d9ef63b-db6e-4524-806c-17e983114607.jpg?v=1650366887,5,,,,,,,,,,,,,,,,,,,kg,,,
seher-blockprinted-kurta-set,,,,,,,,,XXL,,,,,HOD0765,0.0,shopify,3,deny,manual,2310.00,3300.00,true,false,"",https://cdn.shopify.com/s/files/1/0477/4992/2972/products/6_7f723eab-ace5-4978-907c-a45d069e203d.jpg?v=1650366887,6,,,,,,,,,,,,,,,,,,,kg,,,
seher-blockprinted-kurta-set,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0477/4992/2972/products/8_63997d8e-f601-4b2e-ac00-091d2b1474db.jpg?v=1650366887,7,,,,,,,,,,,,,,,,,,,,,,
seher-blockprinted-kurta-set,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0477/4992/2972/products/3_7bc2dec9-3e65-4e28-a744-976d14c8cef9.jpg?v=1650366887,8,,,,,,,,,,,,,,,,,,,,,,
mihira-blockprinted-kurta-set,Mihira Blockprinted Kurta (Set of 3),"<p data-mce-fragment=""1""><strong data-mce-fragment=""1""><span data-mce-fragment=""1""></span></strong><strong data-mce-fragment=""1"">Fabric: </strong>Mulmul</p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Color: </strong>Green</p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Fit:</strong><span data-mce-fragment=""1""> </span>Relaxed Fit </p>
<p data-mce-fragment=""1""><strong>Neck Type: </strong>V-neck</p>
<p data-mce-fragment=""1""><strong>Technique: </strong>Block Print</p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Details</strong>: S<span data-mce-fragment=""1"">traight bust panel *bust panel separate with different buti print *border patch along the length *3/4th Sleeves * Mulmul Pants * Cotton Block Printed Dupatta </span></p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Wash Care: </strong><span data-mce-fragment=""1"">Dry Clean/ Hand wash separately in cold water. Do not soak &amp; scrub. Dry in Shade.</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1""><strong data-mce-fragment=""1"">Delivery Time:</strong> 5-8 Days</span></p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">SKU Code: </strong><span data-mce-fragment=""1"">HODWKS22-003</span></p>",House Of Dhaaga,,Kurta Sets,"Category_Kurta Sets, Category_Women, Collection_Rozana, kurta for Women, Neck Type_V Neck, Price_3K to 4K",true,Size,XS,,,,,HOD0754,0.0,shopify,0,deny,manual,2758.00,3940.00,true,false,"",https://cdn.shopify.com/s/files/1/0477/4992/2972/products/5_28ed5be0-cddf-4ab8-a93e-720d30ea6bd0.jpg?v=1650366863,1,,false,,,,,,,,,,,,,,,,,kg,,,active
mihira-blockprinted-kurta-set,,,,,,,,,S,,,,,HOD0755,0.0,shopify,2,deny,manual,2758.00,3940.00,true,false,"",https://cdn.shopify.com/s/files/1/0477/4992/2972/products/6_e6f9819d-1078-4902-8341-a0212a018519.jpg?v=1650366863,2,,,,,,,,,,,,,,,,,,,kg,,,
mihira-blockprinted-kurta-set,,,,,,,,,M,,,,,HOD0756,0.0,shopify,0,deny,manual,2758.00,3940.00,true,false,"",https://cdn.shopify.com/s/files/1/0477/4992/2972/products/4_f075147b-3b21-42fb-9f4f-36d4f1c528b1.jpg?v=1650366863,3,,,,,,,,,,,,,,,,,,,kg,,,
mihira-blockprinted-kurta-set,,,,,,,,,L,,,,,HOD0757,0.0,shopify,0,deny,manual,2758.00,3940.00,true,false,"",https://cdn.shopify.com/s/files/1/0477/4992/2972/products/11_adfa1fa7-09f5-4de6-bb46-958addaf2447.jpg?v=1650366863,4,,,,,,,,,,,,,,,,,,,kg,,,
mihira-blockprinted-kurta-set,,,,,,,,,XL,,,,,HOD0758,0.0,shopify,2,deny,manual,2758.00,3940.00,true,false,"",https://cdn.shopify.com/s/files/1/0477/4992/2972/products/9_012a7583-59ff-4982-b0ea-fe4ca6eb207d.jpg?v=1650366863,5,,,,,,,,,,,,,,,,,,,kg,,,
mihira-blockprinted-kurta-set,,,,,,,,,XXL,,,,,HOD0759,0.0,shopify,2,deny,manual,2758.00,3940.00,true,false,"",https://cdn.shopify.com/s/files/1/0477/4992/2972/products/8_f1bc0933-9340-4676-a7ac-08ae886aa613.jpg?v=1650366863,6,,,,,,,,,,,,,,,,,,,kg,,,
mihira-blockprinted-kurta-set,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0477/4992/2972/products/10_d243b4fb-ffc3-4c54-be88-90599b4f23e1.jpg?v=1650366863,7,,,,,,,,,,,,,,,,,,,,,,
mihira-blockprinted-kurta-set,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0477/4992/2972/products/2_a1a41d11-f7af-4271-bb4c-2d8820a62b3a.jpg?v=1650366863,8,,,,,,,,,,,,,,,,,,,,,,
mihira-blockprinted-kurta-set,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0477/4992/2972/products/3_2a540ae8-f0da-4119-a0c8-cd5b78426cc5.jpg?v=1650366863,9,,,,,,,,,,,,,,,,,,,,,,
mihira-blockprinted-kurta-set,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0477/4992/2972/products/7_5dd6a071-2832-4739-b27b-c833e4b5f0de.jpg?v=1650366863,10,,,,,,,,,,,,,,,,,,,,,,
mihira-blockprinted-kurta-set,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0477/4992/2972/products/1_cb76d955-2bf6-45aa-8dd3-4e3232ae92e9.jpg?v=1650366863,11,,,,,,,,,,,,,,,,,,,,,,
mihira-blockprinted-kurta-set,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0477/4992/2972/products/13_56dd60a5-eef7-4f40-b002-4431a768f3e4.jpg?v=1650366729,12,,,,,,,,,,,,,,,,,,,,,,
bahar-blockprinted-kurta-set,Bahar Blockprinted Kurta (Set of 3),"<p data-mce-fragment=""1""><strong data-mce-fragment=""1""><span data-mce-fragment=""1""></span></strong><strong data-mce-fragment=""1"">Fabric: </strong>Mulmul</p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Color: </strong>Grey</p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Fit:</strong><span data-mce-fragment=""1""> </span>Relaxed Fit </p>
<p data-mce-fragment=""1""><strong>Neck Type: </strong>V-neck</p>
<p data-mce-fragment=""1""><strong>Technique: </strong>Block Print</p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Details</strong>: Straight bust panel *bust panel separate *border patch along the length*3/4th Sleeves * Mulmul Pants * Cotton Block Printed Dupatta</p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Wash Care: </strong><span data-mce-fragment=""1"">Dry Clean/ Hand wash separately in cold water. Do not soak &amp; scrub. Dry in Shade.</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1""><strong data-mce-fragment=""1"">Delivery Time:</strong> 5-8 Days</span></p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">SKU Code: </strong><span data-mce-fragment=""1"">HODWKS22-002</span></p>",House Of Dhaaga,,Kurta Sets,"Category_Kurta Sets, Category_Women, Collection_Rozana, kurta for Women, Neck Type_V Neck, Price_3K to 4K",true,Size,XS,,,,,HOD0748,0.0,shopify,0,deny,manual,2709.00,3870.00,true,false,"",https://cdn.shopify.com/s/files/1/0477/4992/2972/products/13_3f707b81-8012-41ac-b914-28f381a38080.jpg?v=1650368630,1,,false,,,,,,,,,,,,,,,,,kg,,,active
bahar-blockprinted-kurta-set,,,,,,,,,S,,,,,HOD0749,0.0,shopify,0,deny,manual,2709.00,3870.00,true,false,"",https://cdn.shopify.com/s/files/1/0477/4992/2972/products/12_217cf03e-b3e7-4f32-8604-cb518e1a825c.jpg?v=1650368630,2,,,,,,,,,,,,,,,,,,,kg,,,
bahar-blockprinted-kurta-set,,,,,,,,,M,,,,,HOD0750,0.0,shopify,0,deny,manual,2709.00,3870.00,true,false,"",https://cdn.shopify.com/s/files/1/0477/4992/2972/products/8_4f0ed3af-24a3-4cb1-b219-bb344c8c688b.jpg?v=1650368630,3,,,,,,,,,,,,,,,,,,,kg,,,
bahar-blockprinted-kurta-set,,,,,,,,,L,,,,,HOD0751,0.0,shopify,1,deny,manual,2709.00,3870.00,true,false,"",https://cdn.shopify.com/s/files/1/0477/4992/2972/products/7_c2f3674a-9727-4034-a502-31a5d84b7053.jpg?v=1650368630,4,,,,,,,,,,,,,,,,,,,kg,,,
bahar-blockprinted-kurta-set,,,,,,,,,XL,,,,,HOD0752,0.0,shopify,1,deny,manual,2709.00,3870.00,true,false,"",https://cdn.shopify.com/s/files/1/0477/4992/2972/products/1_8723c4ec-518f-4c9c-9800-29a8696f1bac.jpg?v=1650368630,5,,,,,,,,,,,,,,,,,,,kg,,,
bahar-blockprinted-kurta-set,,,,,,,,,XXL,,,,,HOD0753,0.0,shopify,2,deny,manual,2709.00,3870.00,true,false,"",https://cdn.shopify.com/s/files/1/0477/4992/2972/products/10_5343c78b-3a4f-4fdc-ab9a-2e65733bfccc.jpg?v=1650368630,6,,,,,,,,,,,,,,,,,,,kg,,,
bahar-blockprinted-kurta-set,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0477/4992/2972/products/9_c8fe0297-aef5-4118-8b0a-8ac98a3b2688.jpg?v=1650368630,7,,,,,,,,,,,,,,,,,,,,,,
bahar-blockprinted-kurta-set,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0477/4992/2972/products/2_6dd7d267-52e8-40fa-9b28-62f0183c29fe.jpg?v=1650368630,8,,,,,,,,,,,,,,,,,,,,,,
bahar-blockprinted-kurta-set,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0477/4992/2972/products/6_206c36d1-9492-440d-b483-d88fad96bd81.jpg?v=1650368630,9,,,,,,,,,,,,,,,,,,,,,,
bahar-blockprinted-kurta-set,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0477/4992/2972/products/4_18b253eb-e293-42a7-ba05-a81439346595.jpg?v=1650368630,10,,,,,,,,,,,,,,,,,,,,,,
bahar-blockprinted-kurta-set,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0477/4992/2972/products/5_690b9d92-5fa2-4a87-86e8-d31f46824f29.jpg?v=1650368630,11,,,,,,,,,,,,,,,,,,,,,,
bahar-blockprinted-kurta-set,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0477/4992/2972/products/3_e98d8761-208b-4196-ad51-f9a4d8ae15aa.jpg?v=1650368630,12,,,,,,,,,,,,,,,,,,,,,,
bahar-blockprinted-kurta-set,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0477/4992/2972/products/11_ceb8ca04-a51b-4a5f-8a4b-accbf2ca4ba3.jpg?v=1650368630,13,,,,,,,,,,,,,,,,,,,,,,
bahar-blockprinted-kurta-set,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0477/4992/2972/products/14_0b837300-84ca-433b-8834-775ff079650d.jpg?v=1650366706,14,,,,,,,,,,,,,,,,,,,,,,
keya-blockprinted-kurta-set,Keya Blockprinted Kurta (Set of 3),"<p data-mce-fragment=""1""><strong data-mce-fragment=""1""><span data-mce-fragment=""1""></span></strong><strong data-mce-fragment=""1"">Fabric: </strong>Mulmul</p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Color: </strong>Pink</p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Fit:</strong><span data-mce-fragment=""1""> </span>Relaxed Fit </p>
<p data-mce-fragment=""1""><strong>Neck Type: </strong>V-neck</p>
<p data-mce-fragment=""1""><strong>Technique: </strong>Block Print</p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Details</strong>: Straight bust panel *bust panel separate *border patch along the length*3/4th Sleeves * Mulmul Pants * Cotton Block Printed Dupatta</p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Wash Care: </strong><span data-mce-fragment=""1"">Dry Clean/ Hand wash separately in cold water. Do not soak &amp; scrub. Dry in Shade.</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1""><strong data-mce-fragment=""1"">Delivery Time:</strong> 5-8 Days</span></p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">SKU Code: </strong><span data-mce-fragment=""1"">HODWKS22-001</span></p>",House Of Dhaaga,,Kurta Sets,"Category_Kurta Sets, Category_Women, Collection_Rozana, kurta for Women, Neck Type_V Neck, Price_3K to 4K",true,Size,XS,,,,,HOD0742,0.0,shopify,0,deny,manual,2758.00,3940.00,true,false,"",https://cdn.shopify.com/s/files/1/0477/4992/2972/products/6_00f1ddfe-3098-4131-9616-9379610ed022.jpg?v=1650786650,1,,false,,,,,,,,,,,,,,,,,kg,,,active
keya-blockprinted-kurta-set,,,,,,,,,S,,,,,HOD0743,0.0,shopify,0,deny,manual,2758.00,3940.00,true,false,"",https://cdn.shopify.com/s/files/1/0477/4992/2972/products/4_0a35e75d-052e-4653-9375-cb5c7534f1ae.jpg?v=1650786650,2,,,,,,,,,,,,,,,,,,,kg,,,
keya-blockprinted-kurta-set,,,,,,,,,M,,,,,HOD0744,0.0,shopify,0,deny,manual,2758.00,3940.00,true,false,"",https://cdn.shopify.com/s/files/1/0477/4992/2972/products/5_58e97c28-63d5-4b83-9efd-64e5949a3f98.jpg?v=1650366766,3,,,,,,,,,,,,,,,,,,,kg,,,
keya-blockprinted-kurta-set,,,,,,,,,L,,,,,HOD0745,0.0,shopify,1,deny,manual,2758.00,3940.00,true,false,"",https://cdn.shopify.com/s/files/1/0477/4992/2972/products/9_2fbdafb5-90b4-4126-a132-3b0f27758545.jpg?v=1650366766,4,,,,,,,,,,,,,,,,,,,kg,,,
